product_id,sku,name,category,subcategory,current_price,currency,is_discontinued,introduced_dt,discontinued_dt
67,SKU-JA04UX,Doloribus Eveniet,Clothing,Voluptatibus,48434.6494,AUD,False,2014-11-29,
68,SKU-QLGZUI,Recusandae Autem,Sports,Facere,74470.7630,AUD,False,2017-02-06,
69,SKU-39RBSV,Similique Ex,Electronics,Deleniti,44031.1763,AUD,False,2023-08-05,
70,SKU-F58C2J,Expedita Aliquam,Books,Quod,64984.0089,AUD,False,2014-09-27,
71,SKU-NLZ15B,Assumenda Nisi,Electronics,Rem,68440.2662,AUD,False,2012-11-21,
72,SKU-PDW5PY,Inventore Totam,Electronics,Veniam,79614.5424,AUD,False,2013-02-27,
73,SKU-IOYGGV,A Et,Sports,Occaecati,24083.7359,AUD,False,2006-06-02,
74,SKU-QY6QKT,Sit Facilis,Electronics,Animi,34557.2134,AUD,False,2013-06-02,
75,SKU-J4HNRI,Voluptatum Veniam,Books,Quo,29587.9402,AUD,True,2013-03-30,
76,SKU-A52960,Sit Ipsum,Home,Quidem,23012.6067,AUD,False,2015-10-21,
77,SKU-J11YED,Alias Praesentium,Electronics,Modi,44082.8738,AUD,False,2016-05-13,
78,SKU-K0GET8,Temporibus Amet,Books,Laudantium,27253.4598,AUD,False,2007-05-19,
79,SKU-R30ME8,Itaque Illo,Clothing,Accusantium,22562.2417,AUD,False,2017-10-29,
80,SKU-N2ATQY,Commodi Vero,Home,Eos,82241.8995,AUD,True,2016-08-30,2017-12-10
81,SKU-7LVXWQ,Esse Quisquam,Home,Sit,11668.4758,AUD,False,2002-01-12,
82,SKU-RD5EQY,Eligendi Quidem,Books,Dolor,74227.1518,AUD,False,2006-12-06,
83,SKU-4W7KYH,Porro Deleniti,Sports,Ullam,85545.1553,AUD,False,2004-06-15,
84,SKU-6XCJ88,Cupiditate Temporibus,Sports,Sit,21211.3673,AUD,True,2000-12-15,2007-08-09
85,SKU-H3TV3I,Cumque Suscipit,Clothing,Commodi,59598.5616,AUD,False,2012-06-08,
86,SKU-EJGXAA,Ducimus Cum,Clothing,Assumenda,1579.0924,AUD,True,2011-11-26,2024-09-13
87,SKU-CQNVQH,Nesciunt Veritatis,Books,Labore,78322.9085,AUD,False,2023-05-23,
88,SKU-B94PDZ,Asperiores Labore,Sports,Aliquam,8079.9661,AUD,True,2006-08-27,2021-11-07
89,SKU-ZNVKSP,Nisi Pariatur,Electronics,Nihil,65092.0091,AUD,False,2024-09-24,
90,SKU-QIMQOD,Similique Perferendis,Sports,Impedit,25489.7222,AUD,False,2006-11-05,
91,SKU-DDP0NE,Fugiat Possimus,Electronics,Vero,56159.0742,AUD,False,2014-10-14,
92,SKU-57P6BK,Animi Aspernatur,Home,Voluptates,57792.2681,AUD,True,2009-07-17,2012-12-19
93,SKU-UEKIPU,Quia Rem,Books,Eos,64270.2673,AUD,False,2001-03-06,
94,SKU-YBJ17M,Facilis Repellendus,Clothing,Atque,56632.5375,AUD,True,2017-12-23,2019-04-27
95,SKU-TNQFLL,Aliquam Repellat,Books,Sit,88334.3263,AUD,True,2006-12-24,2023-02-04
96,SKU-PPVOHS,Nemo Libero,Home,Architecto,28325.3609,AUD,False,2021-10-29,
97,SKU-H9BH81,Recusandae Ratione,Home,Excepturi,11999.3132,AUD,False,2022-04-24,
98,SKU-NZS43C,Voluptate Recusandae,Electronics,Pariatur,45975.9607,AUD,False,2003-06-29,
99,SKU-UZPEAL,Quis Suscipit,Books,Corrupti,68961.3076,AUD,True,2016-03-25,
100,SKU-VSOLML,Laboriosam Molestiae,Clothing,Magnam,63322.8271,AUD,False,2023-10-20,
101,SKU-M033IF,Odit Vitae,Clothing,Quas,15287.8245,AUD,True,2003-05-19,2015-06-18
102,SKU-UUY5X9,Voluptatibus Neque,Home,Occaecati,62722.1072,AUD,False,2006-10-09,
103,SKU-W2VMCQ,Animi Quia,Electronics,Eveniet,83169.8232,AUD,False,2003-06-11,
104,SKU-DVNU80,Fugiat Temporibus,Electronics,Quidem,80981.7739,AUD,False,2008-06-11,
105,SKU-FCD6MZ,Eum Quibusdam,Books,Illum,3915.1731,AUD,False,2019-08-21,
106,SKU-VN7N1Y,Enim Quae,Electronics,Cumque,64730.8819,AUD,False,2002-12-15,
107,SKU-NJ48VF,Voluptate Facilis,Electronics,Odio,14143.6952,AUD,False,2015-09-10,
108,SKU-XEZDUX,Quibusdam Reiciendis,Home,Magni,67011.9632,AUD,True,2023-08-12,2025-04-29
109,SKU-NGH8RI,Laborum Laborum,Clothing,Dicta,29579.9114,AUD,False,2004-07-15,
110,SKU-0SX5WV,Dolores Nihil,Clothing,Natus,83134.6660,AUD,False,2007-06-05,
111,SKU-NZ8V12,Voluptates Temporibus,Clothing,Recusandae,30947.4771,AUD,False,2021-01-14,
112,SKU-YUP12S,Doloremque Modi,Sports,Dolore,81689.2989,AUD,False,2006-03-17,
113,SKU-RN7ZSE,Maxime Sapiente,Electronics,Inventore,27279.8544,AUD,True,2023-01-10,2024-08-24
114,SKU-57OONN,Repellendus Placeat,Electronics,Minus,2819.7261,AUD,False,2004-06-11,
115,SKU-2EK3ZE,Beatae Sapiente,Sports,Sed,526.1145,AUD,True,2003-07-22,2007-11-28
116,SKU-0SEKKB,Iusto Ipsa,Sports,Debitis,62281.4278,AUD,True,2002-10-26,
117,SKU-ASIFPW,Dolor Sed,Clothing,In,18732.2020,AUD,False,2003-11-03,
118,SKU-8T2SA5,Amet Qui,Electronics,Porro,98103.9514,AUD,False,2011-05-18,
119,SKU-CIXDU1,Blanditiis Similique,Clothing,Blanditiis,54601.8230,AUD,False,2007-11-08,
120,SKU-9RGEZ7,Dolores Impedit,Electronics,Ducimus,4381.5833,AUD,False,2008-12-12,
121,SKU-LO3RBX,Quis Sapiente,Home,Asperiores,78084.3680,AUD,False,2014-11-21,
122,SKU-POP8MG,Dignissimos Aliquam,Sports,Quidem,79729.2828,AUD,False,2011-12-18,
123,SKU-CV3TLC,Deleniti Maxime,Home,Repellendus,60262.5541,AUD,True,2019-02-11,2022-08-14
124,SKU-5M9J98,Assumenda Quasi,Electronics,Vitae,40621.6129,AUD,False,2023-01-06,
125,SKU-8FV2BC,Quia Quibusdam,Home,Necessitatibus,94946.7522,AUD,False,2001-06-14,
126,SKU-8N1UTO,Vitae Iure,Home,Deleniti,11345.7467,AUD,False,2008-05-06,
127,SKU-UJJQ9K,Fugit Nam,Sports,Nesciunt,13573.7047,AUD,False,2003-04-28,
128,SKU-QDY4LM,Natus Earum,Electronics,Repudiandae,29036.9350,AUD,False,2013-06-15,
129,SKU-7W2SEH,Sint Consequatur,Clothing,Rerum,49402.6948,AUD,False,2016-03-09,
130,SKU-2TWDL9,Delectus Sed,Sports,Doloremque,76916.6782,AUD,True,2003-04-23,2005-12-21
131,SKU-YM52XG,Illo Exercitationem,Clothing,Tempora,91071.3073,AUD,False,2002-06-26,
132,SKU-KF7I8S,Distinctio Ratione,Home,Nisi,25061.2778,AUD,False,2024-09-15,
133,SKU-WDXVUG,Iste Facilis,Books,Id,60514.2796,AUD,False,2001-11-05,
134,SKU-BXUX1O,Placeat Officia,Electronics,Vero,62716.7676,AUD,False,2012-12-28,
135,SKU-I3OQYF,Illo Voluptatem,Sports,Fugiat,20403.0953,AUD,False,2006-06-11,
136,SKU-049ENU,Pariatur Omnis,Home,Similique,12253.0672,AUD,False,2020-03-02,
137,SKU-KNWI5F,Minus Esse,Home,Nesciunt,72113.1145,AUD,False,2008-07-07,
138,SKU-SRLA8S,Aliquid Laborum,Clothing,Repellendus,35290.1525,AUD,False,2002-04-08,
139,SKU-4YKADE,At Veniam,Home,Delectus,76385.9049,AUD,True,2016-05-31,2023-09-18
140,SKU-TCS1K9,Vel Iste,Books,Iure,97508.2967,AUD,False,2017-09-01,
141,SKU-UNFVOB,Labore Explicabo,Electronics,Doloribus,33304.7342,AUD,False,2021-04-01,
142,SKU-6F7LOW,Qui Molestiae,Home,Fugit,50731.9862,AUD,False,2022-11-12,
143,SKU-K3NY9V,Error Aut,Electronics,Facilis,26553.7755,AUD,False,2010-03-17,
144,SKU-GWW4FY,Eligendi Repellendus,Electronics,Dolore,70052.3836,AUD,True,2008-07-22,2012-12-13
145,SKU-HSWQ40,Quia Suscipit,Clothing,Accusantium,56089.1108,AUD,False,2021-06-16,
146,SKU-G6MM1Z,Aut Ad,Home,Perspiciatis,19227.2227,AUD,False,2011-01-21,
147,SKU-791ZYR,Vero Consectetur,Sports,Iure,93370.0944,AUD,False,2012-04-07,
148,SKU-T6OM1F,Harum Quas,Electronics,Nostrum,71414.4075,AUD,False,2015-07-15,
149,SKU-0H3JUJ,Eligendi Recusandae,Electronics,Facere,58683.4572,AUD,True,2010-11-16,
150,SKU-IDLRYE,Voluptate Quaerat,Books,Nostrum,15794.9481,AUD,False,2021-05-03,
151,SKU-8LX6DU,Id Similique,Books,Atque,85033.4513,AUD,False,2001-09-03,
152,SKU-5G79OR,Voluptatum Nam,Home,Temporibus,927.7075,AUD,False,2004-10-24,
153,SKU-QXS6ES,Repellat Illo,Home,Cum,11265.5623,AUD,False,2007-04-16,
154,SKU-ZAMKYG,Fugit Sapiente,Books,Nisi,89704.3702,AUD,False,2019-03-09,
155,SKU-YGFLIJ,Labore Natus,Clothing,Quae,26700.1630,AUD,False,2014-10-14,
156,SKU-AXYCEL,Praesentium Earum,Sports,Minus,92310.6691,AUD,False,2013-12-13,
157,SKU-7NH8RQ,Impedit Officiis,Books,Blanditiis,70194.3637,AUD,False,2021-02-13,
158,SKU-31YV2S,Dolores Accusamus,Books,Praesentium,7811.1933,AUD,True,2005-01-12,2017-05-14
159,SKU-TF4PYZ,Reiciendis Facere,Sports,Nihil,51038.0199,AUD,False,2002-06-30,
160,SKU-QCQ30O,Quia Delectus,Electronics,Atque,57831.5424,AUD,False,2002-01-12,
161,SKU-TC69QK,Reiciendis Quisquam,Clothing,Iusto,76582.9948,AUD,False,2018-11-09,
162,SKU-Q7NC85,Suscipit Natus,Clothing,Itaque,34777.6375,AUD,False,2008-01-03,
163,SKU-E9419Q,Quasi Eveniet,Books,Possimus,37928.2637,AUD,False,2010-04-20,
164,SKU-J70E3P,Odit Deleniti,Electronics,Illo,6730.0223,AUD,False,2001-07-04,
165,SKU-5IBPT1,Quas At,Electronics,Neque,99348.3407,AUD,False,2010-07-03,
166,SKU-LVYLKF,Eligendi Nesciunt,Books,Ullam,30050.7919,AUD,False,2002-09-25,
167,SKU-0GYUBM,Vero Nam,Sports,Dignissimos,31874.1238,AUD,False,2018-09-04,
168,SKU-GTII4F,Autem Occaecati,Sports,Expedita,56239.0269,AUD,False,2018-09-07,
169,SKU-IHX74D,Corporis Rerum,Clothing,Ex,37717.4166,AUD,False,2001-10-09,
170,SKU-10UR5L,Saepe Reiciendis,Electronics,Nostrum,19003.1778,AUD,False,2005-04-06,
171,SKU-6ZZOIL,Facilis Libero,Home,Doloribus,53365.4738,AUD,False,2016-02-12,
172,SKU-5Q201L,Non Aspernatur,Clothing,Explicabo,41393.5990,AUD,False,2009-12-04,
173,SKU-TVZKHI,Mollitia Maxime,Books,Voluptates,49930.6439,AUD,False,2015-02-21,
174,SKU-8XRG2G,Pariatur Porro,Books,Iusto,91690.0129,AUD,False,2024-04-26,
175,SKU-S4C3BA,Distinctio Consectetur,Clothing,Distinctio,23144.1055,AUD,True,2006-10-10,2016-02-22
176,SKU-W76XAT,Assumenda Aliquid,Sports,Sit,52942.2300,AUD,False,2012-04-28,
177,SKU-SZP7G7,Pariatur Sapiente,Books,Qui,19194.0118,AUD,False,2023-08-13,
178,SKU-2C8QIZ,Doloremque Necessitatibus,Home,Eveniet,84786.8539,AUD,True,2001-06-03,2023-10-09
179,SKU-AGRP2U,Impedit Dignissimos,Electronics,Maxime,91915.2932,AUD,False,2010-04-22,
180,SKU-5RBC76,Itaque Suscipit,Books,Cumque,17936.2692,AUD,True,2014-02-08,2016-09-20
181,SKU-ZOCFI4,Quos Culpa,Sports,Voluptas,54056.6971,AUD,False,2017-03-20,
182,SKU-90S9BP,Laborum Esse,Electronics,Quaerat,76900.7886,AUD,False,2017-10-17,
183,SKU-W2QITN,Sit Esse,Clothing,Dolores,66067.5235,AUD,False,2003-11-05,
184,SKU-ICJN2F,Veritatis Sit,Sports,Odio,10655.9842,AUD,False,2000-03-26,
185,SKU-1DDPUS,Id Modi,Electronics,Eos,35392.0713,AUD,False,2004-03-04,
186,SKU-5AO20U,Voluptatibus Quas,Clothing,Quidem,16959.1211,AUD,True,2017-01-28,2021-01-31
187,SKU-CPPRCJ,Porro Quidem,Clothing,Totam,49580.7429,AUD,False,2008-10-08,
188,SKU-AO4N5P,Odio Voluptatibus,Sports,Atque,85950.9786,AUD,False,2006-02-08,
189,SKU-ZRGOL0,Vitae Distinctio,Sports,Necessitatibus,78197.6472,AUD,False,2014-08-14,
190,SKU-OEUVTY,Assumenda Aliquam,Books,Corrupti,72721.6019,AUD,False,2009-05-27,
191,SKU-Y32ORW,Dolorem Optio,Clothing,Cupiditate,15415.1678,AUD,False,2018-12-24,
192,SKU-9ROS7Y,Doloremque Nostrum,Books,Consequuntur,96842.8260,AUD,False,2024-01-31,
193,SKU-DIXFWU,Voluptatibus Repellendus,Sports,Ipsam,33160.3353,AUD,True,2019-04-23,2021-07-21
194,SKU-SUUQO1,Enim Rerum,Books,Debitis,15075.3410,AUD,False,2001-02-06,
195,SKU-7D30MM,Inventore Possimus,Clothing,Suscipit,34830.6779,AUD,False,2004-05-18,
196,SKU-LK3E4X,Itaque Quae,Clothing,Odio,74049.2006,AUD,True,2023-02-23,2025-05-04
197,SKU-IOGXPB,Blanditiis Assumenda,Books,Vitae,44958.0471,AUD,False,2019-04-08,
198,SKU-H13CD5,Tenetur Natus,Clothing,Tempore,19708.2285,AUD,False,2005-02-10,
199,SKU-SXVWVM,Sed Sunt,Sports,Saepe,81374.0036,AUD,False,2013-05-05,
200,SKU-YLIENF,Sit Ex,Sports,Quia,13787.5906,AUD,False,2017-03-18,
201,SKU-T77GGK,Repellat Pariatur,Clothing,Assumenda,45100.6416,AUD,False,2002-05-28,
202,SKU-RHNUXO,Fugiat Hic,Sports,Ratione,83989.3319,AUD,True,2021-12-02,2025-02-23
203,SKU-KJTGQ0,Distinctio Reprehenderit,Sports,Fugit,11321.9852,AUD,False,2005-02-14,
204,SKU-9T11PH,Accusamus Quia,Sports,Consequuntur,83007.2333,AUD,False,2011-02-07,
205,SKU-QM3P91,Amet Magni,Clothing,Voluptate,73761.5532,AUD,False,2015-09-23,
206,SKU-PW232U,Minima Quas,Books,Excepturi,53877.3104,AUD,False,2014-07-08,
207,SKU-U8S63E,Ut Provident,Sports,Exercitationem,99248.6202,AUD,False,2005-09-09,
208,SKU-FLI4OF,Nesciunt At,Home,Perferendis,37517.8539,AUD,False,2003-05-22,
209,SKU-DSK7N8,Aut Ullam,Home,Placeat,86890.8987,AUD,False,2004-03-06,
210,SKU-XMCTHP,Quod Doloremque,Clothing,Aspernatur,32287.1889,AUD,False,2012-09-20,
211,SKU-URMYBD,Animi Iste,Sports,Illum,92943.3488,AUD,False,2007-02-01,
212,SKU-0SX5WV,Ullam Cumque,Clothing,Beatae,90940.8029,AUD,True,2013-07-16,
213,SKU-XJN6FO,Suscipit Totam,Home,Voluptas,75523.4529,AUD,False,2019-04-03,
214,SKU-AREIYA,Vitae Temporibus,Home,Iusto,98815.4929,AUD,False,2018-12-11,
215,SKU-ID3DNK,Et Molestiae,Sports,Reiciendis,75316.0194,AUD,False,2005-12-21,
216,SKU-CUVFMH,Sapiente Perspiciatis,Clothing,Saepe,61607.9790,AUD,False,2019-11-05,
217,SKU-D1VN8L,Harum Fugiat,Clothing,Quis,64462.4058,AUD,False,2011-02-17,
218,SKU-V2Y4XK,Vero Ducimus,Books,Repellendus,18865.4618,AUD,False,2017-07-28,
219,SKU-68RERV,Quo Alias,Books,Excepturi,1207.6891,AUD,False,2016-03-13,
220,SKU-4UNY18,Mollitia Quam,Electronics,Atque,6754.1887,AUD,False,2011-10-05,
221,SKU-8OKZ1P,Culpa Repellendus,Sports,Voluptates,53656.9397,AUD,False,2006-11-06,
222,SKU-SH3TOW,Debitis Officia,Electronics,Exercitationem,43749.1624,AUD,True,2010-09-14,2021-06-12
223,SKU-WBXXGA,Quam Maxime,Clothing,Aliquam,16384.0976,AUD,False,2015-07-21,
224,SKU-ZGE2J5,Aspernatur Quod,Electronics,Rem,42933.0233,AUD,True,2023-07-01,2025-04-22
225,SKU-RSB4GF,Id Voluptatem,Electronics,Atque,67412.3623,AUD,False,2005-03-04,
226,SKU-B5IQNF,Consequatur Corporis,Electronics,Natus,91394.8439,AUD,False,2018-10-23,
227,SKU-6L3UEY,Dignissimos Dicta,Electronics,Amet,80433.9896,AUD,False,2002-01-22,
228,SKU-QK4LTA,Iusto Repellat,Clothing,Architecto,78450.9294,AUD,False,2010-11-18,
229,SKU-R1H61I,Blanditiis Vel,Electronics,Rerum,2392.0014,AUD,False,2024-04-16,
230,SKU-58AX40,Animi Exercitationem,Electronics,Occaecati,98311.5812,AUD,False,2018-10-31,
231,SKU-9ZD76S,Dolores Quidem,Home,Sit,74790.1845,AUD,False,2004-04-14,
232,SKU-OVCXEK,Incidunt Repellendus,Home,Quaerat,39295.8702,AUD,False,2014-08-20,
233,SKU-CH2VFF,Officiis Iusto,Sports,Minus,12074.5518,AUD,False,2016-01-27,
234,SKU-LJEFY3,Quia Nobis,Books,Incidunt,83592.6308,AUD,True,2014-09-14,2019-09-10
235,SKU-BK3G84,Minus Tempore,Books,Doloribus,24986.0105,AUD,True,2020-09-22,2022-05-28
236,SKU-39E3NW,Veritatis Nemo,Electronics,Tempore,25882.8038,AUD,True,2003-05-13,2024-08-09
237,SKU-3D43E7,Sint Suscipit,Electronics,Excepturi,57388.8404,AUD,False,2017-09-19,
238,SKU-PM6JQF,Enim Provident,Books,Ipsam,24579.2297,AUD,False,2013-03-28,
239,SKU-RDNPX2,Dolorum Ab,Clothing,Delectus,80216.9981,AUD,False,2000-11-15,
240,SKU-MTR6SN,Ad Cumque,Clothing,Suscipit,59712.0322,AUD,False,2001-04-25,
241,SKU-C9T199,Numquam Dolorum,Electronics,Aspernatur,24116.0360,AUD,False,2023-12-09,
242,SKU-C9H42M,Excepturi Minima,Clothing,Animi,59252.3525,AUD,False,2016-02-04,
243,SKU-Z8UUG9,Ad Dignissimos,Sports,Quo,17556.4995,AUD,True,2001-09-13,2012-07-06
244,SKU-RLW3MG,Illum Aliquid,Home,Sed,14772.0527,AUD,False,2006-05-09,
245,SKU-48N7OD,Incidunt Distinctio,Home,Quas,97586.0815,AUD,False,2019-08-06,
246,SKU-XG8Y72,Reiciendis Porro,Clothing,Deleniti,81445.6010,AUD,False,2016-12-21,
247,SKU-E088O9,Consequuntur Dignissimos,Books,Voluptatem,60239.2583,AUD,False,2009-11-28,
248,SKU-RLCMLW,Fugiat Accusamus,Electronics,Quasi,67002.7804,AUD,False,2015-01-22,
249,SKU-ICJDAN,Eveniet Veritatis,Sports,Iure,88455.3064,AUD,False,2022-02-12,
250,SKU-N32U1I,Beatae Amet,Sports,Enim,84576.3942,AUD,True,2013-03-24,2016-07-28
